zinc_id,smiles
ZINC000012496461,CCCCC[C@@H](O)[C@H](O)C/C=C\CCCCCCCC(=O)O
ZINC000006536273,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12
ZINC000014593063,C/C=C/c1cnc(C)cn1
ZINC000056874642,C[C@]12CC[C@H]3C(=O)O[C@@H](c4ccoc4)C[C@]3(C)[C@H]1[C@@H]1C=C[C@@]2(O)C(=O)O1
ZINC000095810852,CCCCCCCCCCCC(=O)NCc1ccc(C)c(C)c1
ZINC000002039296,CCCCCC[C@@H]1OC[C@@H](CO)O1
ZINC000049823278,C[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H](OS(=O)(=O)O)[C@H]4C[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)C[C@]4(C)[C@H]3CC[C@@]21C)C(C)(C)C
ZINC000040439645,NC(=O)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
ZINC000011677306,Cc1ccc2c(c1O)N[C@H](O)[C@H]1CC(/C=C/C(N)=O)=CN1C2=O
ZINC000005763250,C[C@@H]([C@@H](O)c1ccccc1)N(C)CCOC(c1ccccc1)c1ccccc1
ZINC000085646758,CCCCCCCC[C@H](C)CCC(C)C
ZINC000050027886,CSCC[C@@H](NC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)O
ZINC000069486101,C[C@H](O)[C@H](N)C(=O)N[C@@H](C(=O)O)[C@@H](C)O
ZINC000005514900,CCCCC1(CC)C(=O)NC(=O)NC1=O
ZINC000013480036,C[C@H]1c2c[nH]c3cccc(c23)S[C@H]1C(=O)O
ZINC000000002168,CSc1ccc(C(=O)c2cc(CC(=O)O)cc3ccoc23)cc1
ZINC000003869886,O=C(OP(=O)(O)O)[C@@H](O)COP(=O)(O)O
ZINC000031500678,CC1=N[C@@H](C)S[C@@H]1C
ZINC000195890956,CC(C)=CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ZINC000056871270,COc1c2c(cc3c1C(=O)O[C@@H]1[C@@H](O)C=C4CCN(C)[C@H]4[C@H]31)OCO2
ZINC000031284465,CC/C(C=O)=C\c1ccco1
ZINC000050027052,N[C@@H](CS)C(=O)N[C@H](CC(=O)O)C(=O)O
ZINC000014807611,O=c1cc(-c2ccc(O)cc2)oc2cc(OS(=O)(=O)O)cc(O)c12
ZINC000058787960,CCCOC(=O)/C=C/c1ccc(Cl)cc1Cl
ZINC000006293178,NC(N)=NCCC[C@H](C(=O)O)N1CCC1=O
ZINC000005274024,CC(C)C[C@H](NC(=O)[C@H](N)[C@@H](C)O)C(=O)O
ZINC000026492264,O=C(OC[C@@H]1O[C@H](O)[C@@](O)(COC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1O)c1cc(O)c(O)c(O)c1
ZINC000013412523,CC1=C2C(=O)c3c(C)coc3C[C@]2(C)[C@@H](O)CC1
ZINC000040470872,CC[C@@H](C)[C@@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O
ZINC000013462028,C[C@H]1OC(=O)C=C[C@H]1O
ZINC000100779842,CC(C)[C@H]1CC[C@@H](C)C[C@@H]1OC(=O)OCCO
ZINC000004213681,Clc1ccccc1[C@@H](c1ccc(-c2ccccc2)cc1)n1ccnc1
ZINC000040893279,CCCCCC[C@@H](O)[C@H]1CCC2=C(O1)[C@@H](O)CCC2=O
ZINC000002001091,O=C(O)C[C@H](O)c1ccc(-c2ccc(Cl)cc2)o1
ZINC000013340660,COc1cc(O)cc(-c2cc3c(O)cccc3o2)c1
ZINC000095620797,CO[C@H](Cc1ccc(O)c(O)c1)C(=O)O
ZINC000198824986,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)C(S)=C(S)[C@@H]1N2
ZINC000040487027,CC[C@@H](C)[C@@H](N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O
ZINC000003927341,C/C(=N\Nc1ccc(S(C)(=O)=O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C
ZINC000003599046,CCCCC[C@H]1NCCS1
ZINC000012494898,NC(=O)CCCC[C@H](CCS)SC(=O)CCC(=O)O
ZINC000006067281,C[C@]1(O)C=CC(=O)CC1
ZINC000033846443,CC/C=C/CC1=C(C)[C@@H](O)CC1=O
ZINC000002016613,Cc1nc(C(C)C)oc1C
ZINC000033807480,CC(C)C[C@@H](N)C(=O)N[C@H](CCC(=O)O)C(=O)O
ZINC000005315486,CCCCC[C@H](C)[C@@H](C)c1cc(O)c2c(c1)OC(C)(C)C=C2c1ccncc1
ZINC000040165388,Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
ZINC000095540355,C=C1C[C@](OC)([C@H](O)C(=O)N[C@H]2OCO[C@H]3[C@@H]2O[C@H](C[C@H](O)CCC/C=C/C=C/C=C/C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C(C)(C)[C@@H]3OC)O[C@H](C)[C@@H]1C
ZINC000000000302,CCNC1=NC(=O)[C@@H](c2ccccc2)O1
ZINC000005550920,CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@H]1C
ZINC000002039758,COc1cc([C@H](O)[C@H](O)CO)ccc1O
ZINC000062233701,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC1=CC(=O)C(C)=C(C)C1=O
ZINC000085546960,C=C[C@@](C)(O)C#N
ZINC000103179709,C[C@@H](O)[C@@H](C(=O)O)N1C(=O)[C@H]2CCCC[C@H]2C1=O
ZINC000006031742,C[C@H]1OC(=O)c2c(O)cccc2[C@H]1O
ZINC000015120357,C=C/C(C)=C/C[C@H](O)C(C)(C)O
ZINC000000001583,CCN(CC)CCNC1=NCCc2ccccc21
ZINC000001851053,CC(C)CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
ZINC000001530993,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
ZINC000015256943,CCCCC[C@H](C[C@@H](CCc1ccc(O)c(OC)c1)OC(C)=O)OC(C)=O
ZINC000100776357,CC(C)[C@H]1CC[C@@H](C)C[C@@H]1OC[C@@](C)(O)CO
ZINC000008551748,C[C@H](N)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ZINC000095620567,CCCCCCCc1nc(CC)c(C)s1
ZINC000005700825,COC(=O)CCC=C=CC[C@H]1[C@@H](O)C[C@@H](O)[C@H]1/C=C/[C@@H](O)COc1ccccc1
ZINC000050027575,C[C@@H](NC(=O)[C@H](N)CCC(N)=O)C(=O)O
ZINC000014616895,CC/C=C\CCC(C)=O
ZINC000003972949,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF
ZINC000013526798,O=c1nc(O)c(F)cn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
ZINC000050027267,NC(=O)C[C@H](NC(=O)[C@H](N)CC(=O)O)C(=O)O
ZINC000003581249,CCC(=O)CCC(C)(C)O
ZINC000000000807,CCC(=O)O[C@]1(c2ccccc2)C[C@@H](C)N(C)C[C@@H]1C
ZINC000001850902,CC(=O)OCC[C@@H]1CC=C(C)C1(C)C
ZINC000006092147,Oc1ccc([C@@H](O)CNC2CCC2)cc1O
ZINC000002031456,COC(F)(F)[C@H](F)Br
ZINC000049878303,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCc1c[nH]c2ccccc12
ZINC000005736145,C[C@@H]1c2ccccc2[C@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21
ZINC000028631687,CSCC[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O
ZINC000015209579,C[C@@H]1CCC[C@]2(C)CC[C@@H](C(C)(C)O)C=C12
ZINC000014592915,C[C@H]1NCC[C@@H](O)[C@@H]1O
ZINC000100771605,CN1CCc2cc3c(cc2[C@@H]2O[C@@H](O)c4c(ccc5c4OCO5)[C@H]21)OCO3
ZINC000095619611,CCCCC[C@@H]1COC(=O)CO1
ZINC000101673075,C=C1OC(=O)[C@@]2([C@H](O)C(=O)C=C[C@H]2C)[C@H]1O
ZINC000031474869,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2
ZINC000032169998,C=CCc1cnc(C)cn1
ZINC000013373492,COc1cc(/C=C/C(=O)N[C@@H](CC(=O)O)C(=O)O)ccc1O
ZINC000070450846,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@H](O)CC2(C)C)C(C)(C)CCC1
ZINC000008243638,C[C@@H](C=O)CC1CC1
ZINC000001578706,C[C@H]1CC(=O)C[C@H]2CCCCN12
ZINC000022463097,OCCOCCN1CCN([C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1
ZINC000011681519,C/N=C(/Cc1ccc2ccccc2c1)NC
ZINC000001853337,Cc1c2ccccc2c(COS(=O)(=O)O)c2ccc3ccccc3c12
ZINC000008577160,C[C@H](N)C(=O)N[C@@H](CS)C(=O)O
ZINC000000001985,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1
ZINC000100380177,CN1[C@H]2CC[C@@H]1C[C@H](O[C@H]1c3ccccc3N(C)S(=O)(=O)c3ccccc31)C2
ZINC000059727292,CCCCCCC[C@H]1CC=CC(=O)O1
ZINC000014636995,NC1=Cc2nc3ccc(Br)cc3c3ccnc(c23)C1=O
ZINC000012494087,N[C@@H](CCCC[n+]1cc(O)c(C[C@H](N)C(=O)O)c(CC[C@H](N)C(=O)O)c1)C(=O)O
ZINC000013532023,C=C[C@@]1(C)Cc2occ(C)c2[C@@H]2OC(=O)C(=C)[C@@H]21
ZINC000039326130,Cc1nc(NCCC[C@H](N)C(=O)O)nc(C)c1O
ZINC000000001599,CN(C)CCCN1c2ccccc2CC(=O)c2ccccc21
ZINC000003870472,OC[C@@H]1NC[C@H](O)[C@@H]1O
ZINC000040470654,N[C@@H](Cc1ccc(O)cc1)C(=O)N1C[C@@H](O)C[C@@H]1C(=O)O
ZINC000006037350,COC1=CC(=O)C[C@H](C)[C@@]12Oc1c(Cl)c(O)cc(OC)c1C2=O
ZINC000002046975,CN(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
ZINC000033903721,CC[C@]1(O)CCN2CCc3ccc(C)cc3[C@@H]2C1
ZINC000015121957,O[C@H](CC/C=C\c1ccccc1)CCc1ccccc1
ZINC000004648853,C[C@H]1Oc2ccccc2N(O)C1=O
ZINC000095620562,CCCc1nc(CC)sc1CC
ZINC000049054241,C/C(=C/C(=O)c1ccccc1)NNC(=O)c1ccncc1
ZINC000095587080,CCCC/C=C/C=C/C=C/[C@@H]1CC[C@@H](O)[C@H](C)N1C
ZINC000013533347,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1CCO[C@@H]1O2
ZINC000002034893,CC[C@@](C)(CN(C)C)OC(=O)c1ccccc1
ZINC000008234279,C=C1C[C@@H](OC(C)=O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2O[C@]2(C)CC[C@H]1OO
ZINC000005835822,COc1cc2c(c3c1c(=O)c1ccccc1n3C)CCC(C)(C)O2
ZINC000005821996,CCCC[C@H](C)C=O
ZINC000049878297,C=C1OC(=O)/C(=C\CCCCCCCCCCCCC)[C@@H]1O
ZINC000085600726,CC1=C[C@@H]2C(=C(C)CC[C@@H]2C(C)C)CC1
ZINC000034410586,NC(=O)CC[C@@H](N)C(=O)N[C@H](CCC(N)=O)C(=O)O
ZINC000004096220,NCC(=O)N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
ZINC000000538089,Cc1c(N(CNC(=O)c2cccnc2)C(C)C)c(=O)n(-c2ccccc2)n1C
ZINC000011678720,CC1(C)[C@H](C(=O)O[C@@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@]12C=Cc1ccccc12
ZINC000004098365,CC(C)=CC[C@@]12Oc3cc(O)c([C@H]4C=C(C)C[C@H](c5ccc(O)cc5O)[C@H]4C(=O)c4ccc(O)cc4O)c(O)c3C(=O)[C@]1(O)Oc1cc(O)ccc12
ZINC000008214506,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]32)C/C1=N\N=C1/C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1C
ZINC000014589099,CC(=O)OCCC(C)(C)S
ZINC000013385873,COc1cc(CO)cc(OC)c1Cl
ZINC000013327557,COc1ccc(/C=C2\COc3c(ccc(O)c3OC)C2=O)cc1
ZINC000004217406,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1
ZINC000085537107,CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C[C@@H](C2)[C@H]1O
ZINC000000537797,CC1CCC(NC(=O)NS(=O)(=O)c2ccc(CCNC(=O)N(C)c3ccccn3)cc2)CC1
ZINC000000895197,C[C@H](C=O)C(=O)O
ZINC000095618206,CC1(C)CC(=O)[C@@H]2O[C@]2(C)C1=O
ZINC000002016029,COc1ccccc1OC[C@H]1SCCN1C(=O)CSC(C)=O
ZINC000013213587,Nc1cc(O)c(O)c2cccnc12
ZINC000003620841,C[N+]1(C[C@H]2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1
ZINC000040439764,NC(=O)C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O
ZINC000013410851,CC1=C(C=O)C(C)(C)[C@@H](O)[C@H](O)C1
ZINC000004097065,CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)COP(=O)(O)O
ZINC000103175432,Cc1ccc2c(c1)C(=O)C[C@H](c1cccs1)O2
ZINC000100251514,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)[C@H]2CC[C@H]3C2)c1
ZINC000012493887,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CC[C@@H](O)C(C)(C)O
ZINC000013429396,C[C@@H]1CC[C@@](O)(C2CC2)C[C@@H]1O
ZINC000085432980,CCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
ZINC000038673533,CCCCCC[C@H]1C[C@@H](C(=O)O)C(=O)O1
ZINC000014439793,CC(C)[C@@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)O
ZINC000014616854,C=CC#CC#CCCO
ZINC000030731200,O=C1NC(=O)[C@@H](c2ccccc2)CO1
ZINC000098045375,C=C1CC[C@@H]2[C@H]([C@@H]3[C@@H](C)CC[C@@H]13)C2(C)C
ZINC000072266234,CCOC(=O)c1cn([C@@H](C)c2ccc(F)cc2)cn1
ZINC000014772164,CCCCC#CC#CC#C/C=C/CO
ZINC000005767135,CC1=CC[C@H]([C@H](C)CC=O)CC1
ZINC000008221333,CC[C@](C)(O)C(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=CC(=O)[C@@H](O)[C@]3(C)[C@@H]3[C@@]24CO[C@@]3(O)[C@H](O)[C@H](C)[C@H]14
ZINC000137330052,C[C@H](CCCc1ccccc1)Oc1cc(O)c2c(c1)N[C@H](C)[C@@H]1CC[C@H](O)C[C@H]21
ZINC000001641882,C=C(Cc1ccc(O)cc1)C(=C)Cc1ccc(O)cc1
ZINC000000895834,NCCC(=O)c1cc(O)ccc1N
ZINC000006069082,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H]2C(=O)ON=C2O)cc1
ZINC000072203604,CNC(=O)OCc1ccccc1
ZINC000003869583,CN1C(=O)CC[C@@]1(O)c1cccnc1
ZINC000005299005,C[C@H](S[C@@H](C)[C@@H](C)S)[C@@H](C)O
ZINC000100204900,C/C=C1/CN2[C@H]3C[C@H]1[C@@H](CO)[C@@H]2Cc1c3[nH]c2ccc(O)cc12
ZINC000001579827,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O
ZINC000001532338,CCOP(=O)(OCC)Oc1ccccc1
ZINC000001529264,NCCC[C@@H](N[C@H](CCC(=O)O)C(=O)O)C(=O)O
ZINC000005601362,C=C(C)[C@@H]1CC2=C(O1)C(=O)c1ccccc1C2=O
ZINC000032135821,Cc1nc(CC(C)C)oc1C
ZINC000005133099,O[C@H]1C=CC(Br)=C[C@H]1O
ZINC000013513938,Nc1nc2c(c(=O)[nH]1)N[C@@H]([C@H](O)[C@@H](O)CO)CN2
ZINC000014636764,CC1=C/C(=C/CCCN2CCC[C@H]2[C@H]2C=C(C)C(=O)O2)OC1=O
ZINC000000897102,O=[P@]1(N(CCCl)CCCl)N[C@@H](O)CCO1
ZINC000004213060,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3
ZINC000005821934,CCCC[C@@H]1NCCS1
ZINC000033831984,C=C1C(=O)O[C@H]2[C@H]1CCC(=C)[C@@H]1CC=C(C)[C@H]21
ZINC000001537487,CC(C)OCC(COC(C)C)OCn1cnc2cnc(N)nc21
ZINC000001846293,C[C@@H](C(=O)O)c1ccc(Oc2nccs2)cc1
ZINC000003978443,COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2
ZINC000043677168,CCCCCCCCCCCCCCCC(=O)NC#N
ZINC000003604328,CCOc1cc([C@H](Nc2ncc(Cc3cc(OC)c(OC)c(OC)c3)c(N)n2)S(=O)(=O)O)ccc1O
ZINC000000001405,CN(C)CCN(Cc1cc2ccccc2o1)c1ccccn1
ZINC000085972363,CCC[C@@H](C)[C@@H](C)CCCC(C)C
ZINC000030690802,CC(=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@]2(O)C1=O
ZINC000001842974,C[C@@](O)(CC(=O)O)C1CCCCC1
ZINC000084758844,CCCCCCCCCCCCOCCCN[C@@H](C)CC(=O)O
ZINC000001680680,C[C@H]1C=CCC1
ZINC000003649806,COC(=O)/C=C/c1ccccc1OC[C@@H](O)CNC(C)C
ZINC000030725316,N/C(C(=O)O)=C(/C=C\C=O)C(=O)O
ZINC000040439700,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)O
ZINC000050027752,NC(=O)C[C@@H](N)C(=O)N[C@@H](CS)C(=O)O
ZINC000035021146,CC(=O)[C@H](C)N1CCCC1
ZINC000003581296,N[C@H](C=O)C(=O)O
ZINC000070450851,C=C1CCC[C@]2(C)CCC(=C(C)C)C[C@H]12
ZINC000014448221,C=C[C@@H](C)C[C@@H](O)C(=O)C(C)C
ZINC000002389912,CC[C@@H](CCCC(=O)O)C(=O)O
ZINC000022049205,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CCC4CCC(C(=O)OC)CC4)nc32)[C@@H](O)[C@H]1O
ZINC000013542496,C[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000100051673,O=C(O)CC1=C(S)CCN([C@@H](C(=O)C2CC2)c2ccccc2F)C1
ZINC000100079236,CC1=CC[C@]2(C(C)C)C[C@@H]12
ZINC000040164439,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)O
ZINC000002575124,CSCC[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O
ZINC000014778687,COc1cc2c(cc1O)oc1c3ccc(O)cc3oc(=O)c21
ZINC000072266920,CC(C)(O/N=C(\C(=O)N[C@@H]1CN(/C(O)=N/S(=O)(=O)N2CCN(NC(=O)c3cc(=O)c(O)c[nH]3)C2=O)C1=O)c1csc(N)n1)C(=O)O
ZINC000000538286,O=c1cc(-c2ccccc2)n(-c2ccccc2)n1CCCN1CCN(c2ccccn2)CC1
ZINC000004217541,COc1ccc2c3c1O[C@H]1C(OC(C)=O)=CC[C@H]4[C@@H](C2)N(C)CC[C@]314
ZINC000015264165,COc1cc([C@@H]2c3cc(O)c(OC)cc3C[C@H](C)[C@H]2C)ccc1O
ZINC000000000115,O=C(O)[C@H]1CCc2cc(OCCn3ccnc3)ccc21
ZINC000004215487,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3
ZINC000014618871,N[C@@H](CNC(=O)NC(=O)C(=O)O)C(=O)O
ZINC000096077650,CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(=O)O
ZINC000032180834,CCCc1nc(C)sc1CC
ZINC000002575119,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CO)C(=O)O
ZINC000095620810,O=C1CC[C@H](Cc2cc(O)cc(O)c2)O1
ZINC000002004425,O=C1C(CCS(=O)(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
ZINC000013760479,COc1cc([C@H](O)c2cnc(N)nc2N)cc(OC)c1OC
ZINC000002526383,C[C@@H](O)[C@H](C)[C@@H](N)C(=O)O
ZINC000014516504,COc1cc(/C=C/[C@@H](CO)Cc2ccc(O)c(OC)c2)ccc1O
ZINC000013484715,CCCCCC#C[C@@H](O)[C@H](O)C(=O)O
ZINC000039350454,CN(C)C(=O)OCc1ccc([N+](=O)[O-])cc1
ZINC000096077635,CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)C(=O)O
ZINC000005510517,CCCCC/C=C/C[C@H]1CCC(=O)O1
ZINC000087529889,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/[C@@H]2O[C@@H]2/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
ZINC000013376492,C/C(=C/COc1c2ccoc2cc2oc(=O)ccc12)CC[C@H]1OC1(C)C
ZINC000005458642,CCC(=O)C(C[C@@H](C)N1CCCCC1)(c1ccccc1)c1ccccc1
ZINC000008577155,NCC(=O)N[C@H](CS)C(=O)O
ZINC000015214245,C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C\COc1ccc2ccc(=O)oc2c1
ZINC000039062293,CC(=O)Cc1ccc(C=O)o1
ZINC000014813431,CC(=O)/C=C/[C@]1(O)C(C)(C)C[C@@H](O)C[C@@]1(C)O
ZINC000049792972,CC(C)C1=CC(=O)N(CCC(=O)O)C1=O
ZINC000001842757,C[N+]12CCC(CC1)[C@@H](CN1c3ccccc3Sc3ccccc31)C2
ZINC000004097257,OC[C@H]1N[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000050027223,N[C@H](CCC(=O)O)C(=O)N[C@H](CS)C(=O)O
ZINC000031297670,CCOC(=O)O[C@H](C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C
ZINC000095620551,CCCCc1ncsc1CC
ZINC000005134711,O=C1C=CC[C@@H]2[C@H]3CCC[N+]4([O-])CCC[C@@H](CN12)[C@@H]34
ZINC000003782823,CCCCN(CCCC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1
ZINC000013357394,N[C@@H](CCCCn1cccc1)C(=O)O
ZINC000004215204,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
ZINC000013538200,CSCC[C@@H](NC(=O)[C@H]1CCCN1)C(=O)O
ZINC000031297941,Cc1ccccc1OC[C@H](CO[C@@H](O)C(Cl)(Cl)Cl)O[C@@H](O)C(Cl)(Cl)Cl
ZINC000000000651,C[N+]1(C)CCC[C@@H]1COC(=O)C(O)(c1ccccc1)c1ccccc1
ZINC000014779351,COc1ccc2cc3c4c(cc(OC)c(OC)c4c2c1)C(=O)N3
ZINC000031574997,CN1CC[C@H](C[C@@H]2C[C@@H](c3ccccc3)c3ccccc32)C1
ZINC000004217394,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(OC5CCCC5)CC[C@]4(C)[C@H]3CC[C@]12C
ZINC000004215235,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccc(O)c(Cl)c3)[C@H]2SC1
ZINC000200417803,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c2c(O)c(=O)cc([C@@H]3Oc4cc(O)cc(O)c4C[C@@H]3O)cc12)c1cc(O)c(O)c(O)c1
ZINC000050027628,C[C@H](O)[C@@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O
ZINC000169292630,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O
ZINC000095618918,Cc1ccccc1[C@@H](OCCN)c1ccccc1
ZINC000001568623,CN(C)CCN1c2ccccc2Sc2ccc(Cl)cc21
ZINC000014766221,CS[C@H](CC(=O)c1ccccc1N)C(=O)O
ZINC000040875668,C[C@@H]1[C@H](O)C(=O)[C@H]2C(C=O)=CCC3=C([C@@H](C)CO)CC[C@@]3(C)C[C@H]12
ZINC000000899109,CC1(C)C=Cc2c(cc(O)c3c2OC[C@@H](c2ccc(O)cc2O)C3=O)O1
ZINC000013481851,CCOc1cc(COC)ccc1O
ZINC000003870806,CC(C)C[C@@H](C(=O)O)C(=O)NO
ZINC000005167525,COc1ccc2c(c1)[nH]c1c(C(C)=O)nccc12
ZINC000014446138,N=C(O)NC[C@H](O)C[C@H](N)C(=O)O
ZINC000002047360,CC(C)(C)OC(=O)N[C@H](C=O)C1CCCCC1
ZINC000014823312,Cc1cc(=O)ccc2c1CC[C@H]2C
ZINC000095620553,CCCCc1ncsc1CCC
ZINC000014859990,CC1=CC[C@H]([C@]2(C)CC[C@@H](O)C(C)(C)O2)CC1
ZINC000013108258,COc1cc2[nH]c3ccccc3c2cc1C
ZINC000004216034,CCCC/N=C(/c1cc(Cl)ccc1O)c1ccccc1Cl
ZINC000196105913,CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1ccc(O)cc1
ZINC000039121378,Cc1ccc2c(c1)C(=O)C[C@H](c1ccccn1)O2
