zinc_id,smiles
ZINC000100828322,CC(C)[C@H]1CCC(=O)C1=O
ZINC000100374805,COc1ncccc1C(=O)NCCC1CCN(S(=O)(=O)NC(=O)NC[C@H]2C[C@H]3C=C[C@H]2C3)CC1
ZINC000004212898,CCN(CCCC(=O)C1CCCCC1)[C@@H](C)Cc1ccc(OC)cc1
ZINC000001853032,N#C[C@@H](c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl
ZINC000013798353,C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(N)=O
ZINC000150340126,CCCCCCCC/C=C\CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC
ZINC000000898220,OCc1ccc(-c2nccc3c2[nH]c2ccccc23)o1
ZINC000004213352,CCCCOC(=O)C(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
ZINC000085489252,C=C1CC[C@@H](C(C)C)[C@@H]2C=C(C)CC[C@@H]12
ZINC000049832989,C=C1Cc2ccc3[nH]c4c5c3c2[C@H]2[C@@H]1C[C@@H]2C(C)(C)O[C@H]5[C@@H]1CC[C@@]2(O)[C@@]35O[C@@H]3[C@@H](O)[C@@H](C(=C)C)O[C@H]5CC[C@]2(C)[C@@]41C
ZINC000005133244,O=C1CC(=C(Cl)Cl)C(=O)N1
ZINC000034401820,O=C1C[C@H](c2ccccn2)Oc2ccc(Br)cc21
ZINC000062111956,O=C(O)[C@H]1CCCN1C(=O)[C@H]1C[C@@H](O)CN1
ZINC000004213222,C/C(=N\OC[C@H](O)CNC(C)(C)C)C1CC1
ZINC000000000823,COc1cc(C)cc(C)c1NC(=O)CCN1CCCC[C@@H]1C
ZINC000006071041,Cc1ccc(S(=O)(=O)[C@@H](CC#Cc2ccc(Cl)cc2)C(=O)O)cc1
ZINC000005963484,CC/C=C/C[C@@H]1[C@@H](O)CC[C@@H]1CC(=O)O
ZINC000004533726,NCCCC[C@@H](NC(=O)[C@H](N)CC(=O)O)C(=O)O
ZINC000003623544,NC(=O)CN1C(=O)[C@@H](c2ccccc2)c2ccccc21
ZINC000012502287,Cc1cn([C@H]2C=C[C@@H](CO[P@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O
ZINC000050027520,CC(C)[C@H](NC(=O)[C@H](N)CS)C(=O)O
ZINC000050027888,NC(=O)C[C@@H](NC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)O
ZINC000019161094,O=C(/C=C/c1ccccc1[N+](=O)[O-])Nc1ccc([N+](=O)[O-])cc1
ZINC000000001542,COc1ccc(Cn2c(C)c(CCN)c3cc(O)ccc32)cc1
ZINC000033953779,C=C1CC[C@H]2[C@@](C)(C(=O)O)CCC[C@]2(C)[C@H]1CC/C(C)=C/CO
ZINC000012495421,C[C@@H](C(=O)O)[C@@](C)(O)CC(=O)O
ZINC000014490101,C=C(CC)C(=O)COC
ZINC000005132840,C/C=C/CCC=O
ZINC000015262532,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@H](C)[C@@H]2O
ZINC000022943164,CC[C@@H](C(=O)OCCN1CCN(CCOC(=O)[C@H](CC)c2ccccc2)CC1)c1ccccc1
ZINC000032839158,C[C@H](O)[C@@H](NC(=O)C[C@@H](N)C(=O)O)C(=O)O
ZINC000002384789,CSCC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O
ZINC000031361507,CC1=N[C@@H](C)SC1
ZINC000039069556,C/C=C1/CCCN=C1C(C)=O
ZINC000058569226,CN(C)C[P@](=O)(O)CO
ZINC000005974663,Nc1nc(N)c2c(Sc3ccccc3)cccc2n1
ZINC000034383085,CSCC[C@@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O
ZINC000103207167,CC(C)c1cc(NC(=O)N(C)C)no1
ZINC000040470649,CSCC[C@H](N)C(=O)N1C[C@H](O)C[C@@H]1C(=O)O
ZINC000006525303,O=c1cc(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12
ZINC000014760938,COc1cc(O)c2c(c1)C(=O)c1c(O)c(C)cc(O)c1C2=O
ZINC000001587667,CC[C@@H](O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
ZINC000071341663,CC1(C)C=Cc2c(cc(O)c3c(=O)c4c(oc23)-c2ccc(O)cc2O[C@H](C(C)(C)O)C4)O1
ZINC000003869290,O=C(O)C(=O)[C@H](O)COP(=O)(O)O
ZINC000013572721,C[C@@H]1C[C@@H]2OC(=O)[C@]3(C)[C@H]2[C@@H](O[C@@]3(C)O)[C@]2(C)C(=O)C=C[C@@H]12
ZINC000017187171,Cc1cn([C@@H]2C[C@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O
ZINC000060159425,CC1=C[C@H](S)CS1
ZINC000001853834,CCC(=O)N1CCN(C(=O)O[C@@H]2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1
ZINC000014658255,CC(C)=CCC/C(C)=C/CC[C@]1(C)C=Cc2cc(C(=O)O)ccc2O1
ZINC000013461942,C[C@H]1CC(=O)C=C(CO)O1
ZINC000004098094,C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)/C(C)=C\C)C[C@]1(CO1)[C@@H]1[C@H](O)[C@H]3O[C@@]3(C)[C@]21O
ZINC000040471027,C[C@H](O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O
ZINC000014585057,CCCCC1=C(C)C(=O)[C@](C)(CN2c3ccccc3[C@]3(O)CCO[C@@H]23)C1=O
ZINC000014588967,CC1=CC[C@H](C(C)(C)OC(=O)CC(C)C)CC1
ZINC000100828303,CC[C@@H]1CC=C(N2CCCC2)C1=O
ZINC000001909417,C/C(N)=N/CCSC[C@](C)(N)C(=O)O
ZINC000033949574,CSCC[C@H](NC(=O)[C@H](N)[C@@H](C)O)C(=O)O
ZINC000003784096,COc1ccc(C2CCN(CC[C@H]3CCOc4ccccc43)CC2)cc1OC
ZINC000100079325,CN1[C@H]2CC[C@@H]1C[C@H](OC1c3ccccc3CCc3ccccc31)C2
ZINC000005911591,CC(C)c1ccc(/C=C/C(=O)NC(C)(C)C)cc1
ZINC000008220036,COC1=CC(=O)C(C)=C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C1=O
ZINC000042805482,COc1cc([C@@H]2Oc3c(OC)cc(/C=C/C(=O)NCCc4ccc(O)cc4)cc3[C@H]2C(=O)NCCc2ccc(O)cc2)ccc1O
ZINC000000001255,CN1CCN(C(=O)c2cc(S(=O)(=O)N(C)C)ccc2N)CC1
ZINC000196062119,CC(C)=CCC[C@](O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ZINC000003620843,C[N+]1(C[C@@H]2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1
ZINC000028537734,C=C[C@@H](O)C#CC#C[C@H](O)/C=C\CCCCCCC
ZINC000013542723,C/C=C\CCC=O
ZINC000001849669,COc1ccc2c(c1)N(C[C@@H](C)CN1CCC(O)CC1)c1ccccc1S2
ZINC000014815122,Cc1cc(=O)c2c(O)c3c(O)cc(O)cc3cc2o1
ZINC000034459478,COc1ccc2c(c1)O[C@@H](c1cccs1)CC2=O
ZINC000004212444,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
ZINC000003795960,CC(C)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
ZINC000000901397,COc1cc(/C=C/C(=O)NCC(=O)O)ccc1O
ZINC000040439705,C[C@@H](O)[C@H](NC(=O)[C@@H](N)CO)C(=O)O
ZINC000004556547,CC[C@@H](C)[C@@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)O
ZINC000085540178,CO[C@]1(C(=O)N[C@@H]2CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@H]3CC[C@@]3(C)[C@H]4CC[C@@H]3[C@H](C)CCCC(C)C)C2)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1
ZINC000034349846,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)O
ZINC000039283785,N[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O
ZINC000042964299,CCCCCCCCCCCCNC(=O)Oc1ccccc1
ZINC000017174544,c1nc(/N=N/c2ncnc3[nH]cnc23)c2[nH]cnc2n1
ZINC000100774995,O[C@H]1C[C@@H]2CC[C@@H](O)[C@@]1(O)N2
ZINC000001602961,CN(C)C(=O)Oc1ccc(Cl)cc1
ZINC000003839138,CCn1c(=O)c2c(nc(N[C@@H]3CCC[C@H]3O)n2Cc2ccc(OC)c(Br)c2)n(CCO)c1=O
ZINC000000402695,O=C1CCc2c1c(=O)oc1c3c(cc(O)c21)O[C@@H]1OC=C[C@H]31
ZINC000030690943,C=C1/C(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)CCC(=O)N2CCCCC2)C[C@@H](O)C[C@@H]1O
ZINC000011616841,CCOC(=O)C1(c2ccccc2)CCN(CC[C@@H](O)c2ccccc2)CC1
ZINC000002384652,COc1cc([C@H]2OC[C@H](C)O2)ccc1O
ZINC000090698218,O=S(=O)(O)Oc1ccc(/C=C\c2cc(O)cc(O)c2)cc1
ZINC000004175624,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1
ZINC000038910715,NC(=O)c1ccc(Oc2ccc(CNCCC3CCOCC3)cc2F)nc1
ZINC000103175928,O=C1C[C@H](c2cccs2)Oc2ccc(Br)cc21
ZINC000014828986,Cc1cocc2c(C=O)ccc1-2
ZINC000015252892,C=C[C@@]1(C)CCC(=O)C[C@@H]1C(=C)C
ZINC000000003857,O=C1NC(=O)[C@]2(N1)c1ccccc1-c1ccc(F)cc12
ZINC000095619240,O=C1NC(=O)[C@@H]2CC=C[C@@H](O)[C@@H]12
ZINC000000001584,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21
ZINC000012504304,O=C(O)C1=C[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)C1
ZINC000013827682,C[C@@]12CCc3occc3[C@@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@@](O)(CO)C3
ZINC000036386992,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccccc3)[C@H]2SC1(C)C
ZINC000004194759,Cc1cc(C)nc(NS(=O)(=O)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)n1
ZINC000000014988,Oc1ccc(/C=C/c2ccccc2)cc1O
ZINC000005510218,CCCCC(=O)OC(C)(C)[C@@H]1CC=C(C)CC1
ZINC000085845726,CCCCCCCCC[C@@H](O)CC(=O)OCC
ZINC000084858057,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@H](O)[C@H](OCCCO)[C@H]1O
ZINC000005133097,O[C@@H]1C=CC(Br)=C[C@H]1O
ZINC000033963311,CSCC[C@@H](NC(=O)[C@H](N)Cc1c[nH]cn1)C(=O)O
ZINC000100780351,CC1(C)[C@@H]2C[C@@H]1CC=C2COC=O
ZINC000004217226,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3
ZINC000013383500,CC1=CC(=O)[C@H]2[C@@H](C1)C2(C)C
ZINC000004215255,O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)O)cc2)CS[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3nc[nH]c3C(=O)O)c3ccccc3)C(=O)N12
ZINC000095618246,CCCCC[C@H](CC)OC=O
ZINC000100773252,CN1[C@H]2CCC[C@@]1(O)CC2
ZINC000032175839,C[C@H]1CCC(=O)S1
ZINC000014758886,O=C1c2c(O)cc(O)cc2OC[C@@H]1c1ccc(O)c(O)c1
ZINC000005784732,N#Cc1ccc(NC(=O)N=C(N)N)cc1Cl
ZINC000002564131,C=CCOC(=O)CCCCCCCCC
ZINC000050027604,NC(=O)CC[C@@H](N)C(=O)N[C@H](CS)C(=O)O
ZINC000016052649,CCCCCCCCCCCC[P+](C)(C)CC(P(=O)(O)O)P(=O)(O)O
ZINC000016026413,NC(=O)CC[C@@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)O
ZINC000001763957,N[C@H](CCC(=O)O)C(=O)N[C@H](CO)C(=O)O
ZINC000012496414,CCCCC[C@@H]1O[C@@H]1/C=C/[C@@H](O)C/C=C\C/C=C\CCCC(=O)O
ZINC000095564798,CCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21
ZINC000004096300,O=P(O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O
ZINC000002567766,CCCCCCCCCOC(=O)CC(C)C
ZINC000005838479,CCC[C@@H](CCC(=O)O)C(=O)O
ZINC000005765852,CC1(C)[C@H]2C[C@](C)(O)[C@@H](O)C[C@H]21
ZINC000085340643,C/C1=C\[C@H]2[C@@H]([C@@H](O)C/C(C)=C/CC1)C2(C)C
ZINC000012153360,COc1cc(C(C)C)c(OC)cc1C
ZINC000014419532,N[C@@H](Cc1ccc(O)c(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1)C(=O)O
ZINC000019362613,CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)CC1
ZINC000015270289,C#CCCCCCCCCCCC[C@@H](O)C[C@@H](CO)OC(C)=O
ZINC000014589058,CCCC(=O)OCC[C@H](S)CCC
ZINC000001842838,Cc1cccc(O[C@@H]2CCNC[C@@H]2O)c1C
ZINC000001999362,C[N+]1(C)CCC[C@H]1COC(=O)[C@@](O)(c1ccccc1)C1CCCCC1
ZINC000000004896,CCCN(c1ccncc1)n1ccc2ccccc21
ZINC000049872118,COc1ccc(/C=C/C(=O)NCCc2cc(Br)c(OCCCN)c(Br)c2)cc1Br
ZINC000000134619,O=C1c2ccccc2OC[C@@H]1c1ccccc1
ZINC000004262047,CC(C)CCOC(=O)C[C@H](S)C(=O)OCCC(C)C
ZINC000059518949,CCCCCCCCC/C=C/CCCCC(=O)O
ZINC000001842744,C[C@@H](c1ccccc1)[C@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
ZINC000040866222,O=C(/C=C/c1ccc(O)cc1)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1CCCC[C@@H]1O
ZINC000096940432,C[C@H](N)[C@@H]1C[C@@H]2CC[C@H]1C2
ZINC000014594145,CN1C(=O)N[C@@H](CCCNC(=O)c2cc(Br)c(Br)n2C)C1=O
ZINC000034410585,NC(=O)CC[C@H](N)C(=O)N[C@H](CCC(N)=O)C(=O)O
ZINC000001532067,O=C/C=C/c1ccc(O)c(O)c1
ZINC000011616643,CCCCCC[C@@H](I)CC[C@@H](I)CCCCCCCC(=O)O
ZINC000013306704,C=C(C)[C@H]1CC=C(C(C)=O)C1
ZINC000030726884,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@H](Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]3NCC2)N(C)CC4
ZINC000000264281,Cc1c(Br)c(=O)oc2c(Br)c(O)ccc12
ZINC000100053185,CN1[C@H]2CC[C@H]1[C@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2
ZINC000004896503,C(COCCOC[C@@H]1CO1)OCCOC[C@@H]1CO1
ZINC000100054811,O=C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)C(=O)O
ZINC000000001513,O=S(=O)(/N=C(\O)NN1CCCC1)c1ccc(Cl)cc1
ZINC000022463111,CC(C)(C)c1ccc([C@@H](O)CCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
ZINC000033791470,N[C@H](C(=O)O)[C@H]1C[C@H](C(=O)O)NC1=O
ZINC000004098742,CC1(C)C=Cc2c(ccc([C@@H]3COc4cc(O)ccc4C3)c2O)O1
ZINC000031502465,C[C@@H](C(=O)OCC(=O)N1CCN(C)CC1)c1ccc(-c2ccccc2Cl)cc1
ZINC000056871355,CC[C@@]12CC(C(=O)OC)=C3Nc4ccccc4[C@@]34CCN(C[C@@H]3O[C@@H]31)[C@@H]24
ZINC000013307163,COC1=C[C@](O)(C(C)=O)c2ccc(OC)cc21
ZINC000014642684,COc1cc([C@H]2Oc3cc(O)cc(O)c3C[C@@H]2O)ccc1O
ZINC000006036891,COP(=O)(OC)[C@H](C)O
ZINC000083260317,CC1=C[C@@H]2[C@@H](CC1)C(C)=CC[C@@H]2C(C)C
ZINC000001850341,C/C=C/CC/C=C/C=O
ZINC000030728630,BrC1=CC=C[C@@H]2O[C@H]12
ZINC000072176581,C=CC(=O)Oc1ccccc1C(=O)OC
ZINC000014588553,C[C@@H]1CC[C@@H]([C@@](C)(O)CO)C[C@@H]1O
ZINC000004095993,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@H](C)C(=O)O
ZINC000014719169,CNC[C@@H](OC)c1ccc(O)cc1
ZINC000053684030,O=P(O)(O)OC[C@@H]1O[C@H](OP(=O)(O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000000001768,c1ccc2cc([C@@]34CNC[C@@H](CO3)O4)ccc2c1
ZINC000040487028,CC[C@H](C)[C@@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O
ZINC000000000193,C[C@](O)(CC(=O)O)C1CCCCC1
ZINC000150528975,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCOCC4)ccc23)CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@@H]2C[C@@H]2C1)C(C)(C)C)C(=O)O
ZINC000028128252,O=C1CC[C@@H](Cc2cc(O)c(O)c(O)c2)O1
ZINC000022462888,Clc1ccc([C@@H](c2ccccc2)N2CCN(C/C=C\c3ccccc3)CC2)cc1
ZINC000013524417,O=C(O)C[C@@]1(F)C=CC(=O)O1
ZINC000050027010,CSCC[C@@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O
ZINC000169290428,C[C@H](CCC(=O)N[C@@H](CCCCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
ZINC000013479091,O=C(O)[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000014966425,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@H](O)[C@H]1O
ZINC000001850337,CC1=C(CC[C@H](C)O)C(C)(C)CC=C1
ZINC000005766454,CC1=C(/C=C/C2=CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)CC1
ZINC000033962121,C[S@@](=O)CCCCCCCCN=C=S
ZINC000005513417,CCCCC[C@H](CC)OC(=O)CCC
ZINC000014695991,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)CN3CCC[C@@H]3C2)cc1OC
ZINC000012358260,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12
ZINC000001999303,NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](C(Cl)(Cl)Cl)NS2(=O)=O
ZINC000014772029,C=CC#CC#CC#CC#CCCC=O
ZINC000008217074,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO[P@@](=O)(O)OP(=O)(O)O
ZINC000001544122,C/N=C(/NC#N)NCCCc1cnc[nH]1
ZINC000000001499,Nc1nc(N)c2nc(-c3ccco3)c(N)nc2n1
ZINC000230085876,CC1=CC[C@@H]2[C@H]([C@@H]3[C@@H](C)CC[C@@H]13)C2(C)C
ZINC000015253239,O=C(O)C[C@@H]1CCC2=C1[C@@H](O)OC2
ZINC000100899849,CC[C@@H](C)C[C@@H](C)/C=C(C)/C=C/C=C/C(O)=C1\C(=O)N[C@H]([C@@H](O)c2ccc(O)cc2)C1=O
ZINC000004217603,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O
ZINC000031771497,COc1ccc2c(c1)C(N1CCN(C)CC1)=Cc1ccccc1O2
ZINC000001539347,CCCCc1nc(C)n(Cc2sccc2C(=O)OC)c(=O)c1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
ZINC000002019916,COc1cc2c(cc1OC)S(=O)(=O)O[C@@H](C(=O)N[C@@H](C)CC(C)(C)N(C)C)C2
ZINC000053195654,CN1[C@@H]([C@@H]2SSC[C@@H]2O)CC[C@@H]1[C@@H]1SSC[C@@H]1O
ZINC000004096653,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)O)cc(O)c1O
ZINC000008214572,O=S(=O)(c1ccc(N[C@@H]([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)S(=O)(=O)O)cc1)c1ccc(N[C@@H]([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)S(=O)(=O)O)cc1
ZINC000030728549,CCCCC/C=C\C=C\[C@@H](C/C=C\C/C=C\CCCC(=O)O)OO
ZINC000045331653,N[C@H](Cc1ccc(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
ZINC000013480032,Cc1occ2c1SCC2
ZINC000004098448,O=C1C[C@@H]2c3ccccc3O[C@H]3c4cc(O)ccc4-c4c(O)cc(O)c1c4[C@H]23
ZINC000006117792,N=C(N)NCCC[C@@H]1NCCc2c1[nH]c1ccccc21
ZINC000035307758,C[C@H](O)[C@H](NC(=O)[C@@H](N)CC(N)=O)C(=O)O
ZINC000005765093,Cc1cc(C)[n+](NC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)c(C)c1
ZINC000000004054,Cc1ccc(Cc2ccccc2)c(N2CCNCC2)c1
ZINC000028631691,CSCC[C@H](NC(=O)[C@H](N)Cc1ccccc1)C(=O)O
ZINC000008218065,Cc1ncc(C[n+]2csc(CCO[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)c2C)c(N)n1
ZINC000040486974,CSCC[C@H](NC(=O)[C@H]1C[C@@H](O)CN1)C(=O)O
ZINC000053683944,N[C@H]1C[C@@H](O)[C@H](CO)O[C@@H]1O
ZINC000027196794,N[C@@H](CS)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O
ZINC000004216654,C=C1C[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
ZINC000003197539,C=C[C@H](C1=CC(=O)C(OC)=CC1=O)c1ccc(O)cc1
ZINC000040472563,NC(=O)C[C@@H](NC(=O)[C@H]1CCCN1)C(=O)O
ZINC000000001309,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
ZINC000015119939,CC(C)=CC/C=C(\C)C(=O)O
ZINC000102184654,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(/C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(\C)C(=O)NC(=CC1=O)C2=O
ZINC000100771052,CC[C@@H](C)[C@@H](NC(=O)[C@@H]1C[C@@H](O)CN1)C(=O)O
ZINC000005819214,CCC(CC)[C@@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1N=C(N)N
ZINC000015120611,C=C(C)C(=O)CC/C(C)=C/COc1c2occc2cc2ccc(=O)oc12
ZINC000000897978,C=C1c2[nH]c3ccccc3c2CN2CC[C@H]1/C(=C\C)C2
ZINC000033838366,CCC/C=C/COC(=O)[C@H](C)CC
ZINC000015217443,C/C=C(/C=O)[C@H](CC=O)CC(=O)O
ZINC000001529905,O=C(O)[C@H]1C[C@@H](O)C=N1
ZINC000011678733,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@]12C=Cc1ccccc12
ZINC000002386650,N[C@H](CO)C(=O)N[C@H](CO)C(=O)O
ZINC000008551269,C=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ZINC000006094144,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12
ZINC000008221074,CCCCCCCCCCCCCCCCCCCC(=O)CCCCCCCCC
ZINC000031501872,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000031490525,COc1cc(OC)c(C(=O)OCCN2CCOCC2)c(OC)c1
ZINC000095617681,C[C@@H](N)C(=O)NC(=O)CC[C@H](N)C(=O)O
ZINC000000517458,O=c1cc(-c2ccccc2)oc2cc3c(c(O)c12)OCO3
ZINC000029124639,CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21
ZINC000033604886,CC(C)(C)C(=O)[C@@H](Cn1ccnc1)Oc1ccc(Cl)cc1Cl
ZINC000001890143,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccc(C(C)C)cc1
ZINC000003922699,CC(C)Oc1cccc(CC(=O)N2CCC[C@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1
ZINC000003978481,CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@@]12C(=CCC[C@H]1C(C)(C)O[C@@]2(C/C=C(\C)C(=O)O)C(=O)O)C3=O
ZINC000030731247,N#Cc1ccc2c(c1)CO[C@]2(CCC=O)c1ccc(F)cc1
ZINC000004097989,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H]1C=CC(=O)[C@]12C
ZINC000002038743,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
ZINC000001632369,CC1=Cc2cccc(C)c2C(=O)C1=O
ZINC000001849914,CC[C@@H](O)C(C)=O
ZINC000011677432,CCOC(=O)C(=O)Nc1cc(C)c(Oc2ccc(O)c([C@@H](O)c3ccc(F)cc3)c2)c(C)c1
